タイトル,レビュー,カテゴリー,星数,参考になった数
孫がいるので,"孫がいるので
床置き式だと、孫が怪我しないかなど心配してしまうので、壁設置はその点が無くなるならいいですね。
部屋も広く使えます。
風の力は1では弱いので2にすると、意外に音が大きいです。
","1,4",4.0,2
値段相当かな,"値段相当かな
微風から弱風なら音も気にならないからAＣモーターでもOKでした。壁掛けは仕舞う手間も省け快適です。
",1,4.0,4
本体にもボタンがあるので操作しやすい。,"本体にもボタンがあるので操作しやすい。
音も静かでとても良いです。
",1,5.0,1
寝室で使うと、少し音するかも,"寝室で使うと、少し音するかも
羽が小さいから仕方ないのか、モーターの音なのか、プラズマクラスターの『ジー』音に加え、作動音がします。
私は眠れるけど、気になる方は気になるかも…！
",1,4.0,7
使いやすい,"使いやすい
使いやすい
",1,4.0,6
ファンの力、ファンは風量が低い,"ファンの力、ファンは風量が低い
普通に良いです。風量MAXだと紙とか袋とか家のものがふっとぶくらいの強さです。リモコンで首振りも操作出来ればなお良かったです。
",1,3.0,1
リモコンで便利,"リモコンで便利
リモコンで　全てできるので　便利です
エアコンより扇風機の方がいい","1,2",5.0,0
最高！,"最高！
軽くて移動が容易にでき、使い勝手が良いです。風力も切り替えが８段階でき、状況によってとても便利に使い分けできます。消費電力も低く、長く使う意味で経済的にも助かります。",1,5.0,0
すぐに商品が来ました！,"すぐに商品が来ました！
注文した翌日には商品が届きました。よい買い物をさせていただきました。",7,5.0,0
静音性は,"静音性は
他のDCモーターの扇風機との比較ができないので断言できませんが、かなり静かだと思われます。 細かいことを言えば首振りの折り返しのときに、微音でカタカタカタと聞こえます。 私は気にならない程度ですが、気になるようであれば他社製品との比較も必要なのかなと思います。 あと、部屋の移動をされる方は少し重いと思います。 女性にはしんどいかなと思われます。 あと、リモコンからの受信部がスタンドベース（土台）の前面にあるので、リモコンを上手く本体に向けないと反応してもらえません。あと、 良い点としてはプラズマクラスターが搭載されているのは、非常にありがたいです。
","1,4",4.0,9
シャープだね,"シャープだね
この暑い最中に突然動きを停止した扇風機からの代替え購入でした。
シャープの扇風機は初めての購入でしたが買って良かったと思える商品でした。
プラズマクラスターに関しては良く分からないけど部屋が快適だから役に立ってるのかな。
動作音は私は全然気にならないくらい静かだなーと思ってます。
長持ちしてくれると良いな。","1,4",5.0,0
メーカー品でお買い得でした,"メーカー品でお買い得でした
20年以上使っているSANYOの扇風機の首振りが壊れたので(でもまだ使えます)購入しました。操作ボタンはシンプルだし、首振りも昔ながらの羽の後ろ部分のコックをを押す・引くの操作なので、取説を見なくても使えます。安心のSHARP製で、とにかくオーソドックスな扇風機が欲しい、DCにこだわらないという人にはおすすめです。
",1,5.0,1
大満足の扇風機,"大満足の扇風機
扇風機はこれまで、昔からある安い機能が基本的なものしかついていないものを使っていましたが、倒して首が折れてしまい買い換えでこちらを購入。
今の扇風機はとても進化していて
驚いたのですが、シンプルでやや機能向上されたものということで選んだのですが、まず風の質が違う、料理で部屋が臭くなった時に換気扇とこちらを
中又は強で回すとあっという間に
臭いが消えます。又洗濯物の室内干しの時に使っても生乾き臭がなく
プラズマクラスターはすごい❗️と
感動してしまいました。
リモコンとお掃除ブラシもついていて
タイムセールで買ったのでお得に
買うことができました。まだまだ多機能のものはありますが、こちらで
十分優秀な扇風機です。
","1,3,4",5.0,1
ちょっと失敗,"ちょっと失敗
説明をよく読んでなかったのもありますが、風量調節が微妙でした。
リズム風と中の間が欲しかったです。
前回購入した他社製品の方が私は良かった。","1,2",3.0,0
よいです。,"よいです。
全型番のＨ３ＡＳがこちら型番に変わったようなので注文しました。前型番はまだ使ってます。静かさとサイズ感、風の強さ、リモコンの使い勝手が気に入ってます。ほぼ同じものがあったので良かったです。
","1,2",4.0,3
3台目です。,"3台目です。
何よりも音が静かなので3台目！
一年中活躍してます。
",1,4.0,7
柔らかい風,"柔らかい風
本体が軽い、音が静か、風が柔らかい、風が広がる、前使っていたのより低め、操作はシンプルで風の強さは3段階。見た目は清潔感があります。もう少し高さがあればよかったかな。
あと高さが変えられる芯の棒がグラグラしていて壊れているか心配","1,2",5.0,0
買って良かった,"買って良かった
風量は思ったより強いですが、音も静かだし、プラズマクラスターだし気に入っています。
",1,4.0,6
だるくならない,"だるくならない
音が静か
風量の調節が何段階もあるのがいい",1,5.0,0
( ^^) _U~~,"( ^^) _U~~
買ってからずーっと、つけっ放しです！
エアコンと併用して部屋の空気回してくれてます。
上下の角度が2パターン選べるし、風量も段階的に設定でき、
切タイマーも付いているので重宝出しています。
早く買って正解でした！暑い夏、乗り切れそうです。","1,4",5.0,0
